10,loudness,ASYNC,12.5,0,0.844009967,1.3715,0,systole
10,loudness,ASYNC,14,0,5.077582947,1.6283,0,diastole
10,loudness,ASYNC,12.5,1,5.912898332,0.77163,1,diastole
10,loudness,ASYNC,11.5,1,1.372379949,0.92227,0,systole
10,loudness,ASYNC,12.5,1,5.110647509,0.89148,1,diastole
10,loudness,ASYNC,11,1,0.07204618,0.96549,0,other
10,loudness,ASYNC,11,0,4.039741228,0.77861,1,diastole
10,loudness,ASYNC,11,1,4.333101431,0.69297,0,diastole
10,loudness,ASYNC,10,0,0.090622865,1.4568,1,other
10,loudness,ASYNC,12.5,0,0.286479182,1.2301,0,other
10,loudness,ASYNC,11,0,0.158724952,1.1226,1,other
10,loudness,ASYNC,11,0,5.389343046,1.0283,1,diastole
10,loudness,ASYNC,10,1,4.800292424,1.0227,0,diastole
10,loudness,ASYNC,13,1,4.391134525,0.74988,1,diastole
10,loudness,ASYNC,13,1,5.840140189,0.96502,1,diastole
10,loudness,ASYNC,11.5,1,3.875497494,0.74938,0,diastole
10,loudness,ASYNC,11.5,1,5.012428728,0.75113,0,diastole
10,loudness,ASYNC,12.5,1,5.011081943,1.6183,1,diastole
10,loudness,ASYNC,12.5,1,1.5895315,1.2493,1,systole
10,loudness,ASYNC,10,0,1.09694105,1.1412,1,systole
10,loudness,ASYNC,11,1,5.279039885,0.87705,0,diastole
10,loudness,ASYNC,12.5,1,2.674400303,0.63787,1,other
10,loudness,ASYNC,10,1,3.828039253,0.57959,0,diastole
10,loudness,ASYNC,14,1,4.660625171,0.76321,1,diastole
10,loudness,ASYNC,14,0,1.27518521,0.68539,0,systole
10,loudness,ASYNC,11.5,0,4.137524414,0.86855,1,diastole
10,loudness,ASYNC,12.5,0,0.868376348,0.65654,0,systole
10,loudness,ASYNC,11,1,0.656285231,1.2967,0,systole
10,loudness,ASYNC,11,0,5.778023108,1.0966,1,diastole
10,loudness,ASYNC,11.5,0,3.806519517,1.1523,1,diastole
10,loudness,ASYNC,13,0,5.36405346,0.78248,0,diastole
10,loudness,ASYNC,10,0,5.879372101,1.0975,1,diastole
10,loudness,ASYNC,13,0,1.305957808,0.82496,0,systole
10,loudness,ASYNC,14,0,3.648985502,0.76244,0,diastole
10,loudness,ASYNC,12.5,0,5.028749011,1.0113,0,diastole
10,loudness,ASYNC,13,0,1.036242254,1.7255,0,systole
10,loudness,ASYNC,13,1,2.754853592,1.0255,1,diastole
10,loudness,ASYNC,10,0,3.774949248,0.71854,1,diastole
10,loudness,ASYNC,13,0,5.938745631,0.76518,0,diastole
10,loudness,ASYNC,10,0,5.953090427,0.66565,1,diastole
10,loudness,ASYNC,11.5,1,5.636054844,1.1362,0,diastole
10,loudness,ASYNC,11.5,0,4.03072265,0.79551,1,diastole
10,loudness,ASYNC,10,0,4.533129825,0.65583,1,diastole
10,loudness,ASYNC,14,1,1.389790657,0.92504,1,systole
10,loudness,ASYNC,14,1,6.267699946,1.1272,1,other
10,loudness,ASYNC,11.5,1,6.271374808,1.0059,0,diastole
10,loudness,ASYNC,13,1,3.754740516,0.93664,1,diastole
10,loudness,ASYNC,14,0,3.265026585,1.0005,0,diastole
10,loudness,ASYNC,12.5,1,1.086653419,0.7816,1,systole
10,loudness,ASYNC,11,0,0.171969691,0.80207,1,other
10,loudness,ASYNC,10,0,3.788329582,0.79559,1,diastole
10,loudness,ASYNC,14,1,2.267919167,1.1206,1,systole
10,loudness,ASYNC,11.5,0,1.617453643,0.77978,1,systole
10,loudness,ASYNC,14,0,5.185863164,0.89791,0,diastole
10,loudness,ASYNC,11,0,4.844918131,1.0587,1,diastole
10,loudness,ASYNC,13,1,2.700312242,1.029,1,other
10,loudness,ASYNC,10,0,0.686842378,0.9342,1,systole
10,loudness,ASYNC,13,0,4.018867583,0.99431,0,diastole
10,loudness,ASYNC,11.5,1,3.486725368,0.97113,0,diastole
10,loudness,ASYNC,14,1,4.950119118,0.78816,1,diastole
10,loudness,SYNC,11,0,5.325747546,1.6189,1,diastole
10,loudness,SYNC,11.5,0,2.885224788,2.8339,1,other
10,loudness,SYNC,14,1,5.085174316,0.90096,1,diastole
10,loudness,SYNC,11.5,1,4.123206696,2.5439,0,diastole
10,loudness,SYNC,13,1,6.13429466,1.7151,1,diastole
10,loudness,SYNC,11.5,1,4.092863712,1.0691,0,diastole
10,loudness,SYNC,12.5,1,4.724040201,1.0605,1,diastole
10,loudness,SYNC,10,0,5.868558866,1.9009,1,diastole
10,loudness,SYNC,13,1,5.639067664,2.0296,1,diastole
10,loudness,SYNC,11,1,3.95874223,1.4889,0,diastole
10,loudness,SYNC,11,1,1.018461435,1.3141,0,systole
10,loudness,SYNC,14,1,3.8406275,1.1753,1,diastole
10,loudness,SYNC,10,1,1.625542579,1.3296,0,systole
10,loudness,SYNC,11,1,2.807990307,1.26,0,other
10,loudness,SYNC,10,1,2.973603372,0.95822,0,diastole
10,loudness,SYNC,13,1,0.082891627,0.97978,1,other
10,loudness,SYNC,13,1,5.887203211,0.98507,1,diastole
10,loudness,SYNC,14,1,3.935766215,0.79216,1,diastole
10,loudness,SYNC,10,1,2.445883492,2.4545,0,systole
10,loudness,SYNC,11,1,5.927980108,2.9053,0,diastole
10,loudness,SYNC,11.5,1,5.706368295,1.9954,0,diastole
10,loudness,SYNC,12.5,1,3.968761829,1.5038,1,diastole
10,loudness,SYNC,10,0,1.965158381,1.5282,1,systole
10,loudness,SYNC,12.5,0,2.835372431,1.6532,0,other
10,loudness,SYNC,11.5,1,5.691382282,1.0584,0,diastole
10,loudness,SYNC,13,1,4.936788456,1.1817,1,diastole
10,loudness,SYNC,11,1,0.331135183,1.0704,0,other
10,loudness,SYNC,13,1,5.643603704,1.0082,1,diastole
10,loudness,SYNC,13,1,5.027382666,0.94486,1,diastole
10,loudness,SYNC,11.5,0,2.60632489,1.2525,1,systole
10,loudness,SYNC,14,1,0.131982887,0.68974,1,other
10,loudness,SYNC,13,0,2.580051938,1.319,0,systole
10,loudness,SYNC,12.5,0,0.148789909,1.0472,0,other
10,loudness,SYNC,12.5,1,5.433662539,1.0217,1,diastole
10,loudness,SYNC,10,0,5.271943037,1.0828,1,diastole
10,loudness,SYNC,11,1,4.205412388,1.3337,0,diastole
10,loudness,SYNC,11.5,0,5.608508624,1.1383,1,diastole
10,loudness,SYNC,12.5,1,0.823124713,1.0149,1,systole
10,loudness,SYNC,10,1,6.247212872,1.7286,0,diastole
10,loudness,SYNC,14,1,5.792096317,1.1413,1,diastole
10,loudness,SYNC,11.5,1,1.798203838,0.86772,0,systole
10,loudness,SYNC,12.5,1,2.09156675,0.95094,1,systole
10,loudness,SYNC,14,1,2.709957402,0.94768,1,systole
10,loudness,SYNC,14,1,3.586480502,0.85198,1,diastole
10,loudness,SYNC,14,1,4.266511898,0.85854,1,diastole
10,loudness,SYNC,11.5,0,2.613162945,0.85398,1,systole
10,loudness,SYNC,11.5,1,2.571783284,0.95664,0,systole
10,loudness,SYNC,12.5,1,1.1643369,0.89729,1,systole
10,loudness,SYNC,10,0,4.347394882,0.9947,1,diastole
10,loudness,SYNC,13,0,4.240211982,1.8739,0,diastole
10,loudness,SYNC,11,1,0.268628937,0.80502,0,other
10,loudness,SYNC,12.5,1,4.37414782,0.79975,1,diastole
10,loudness,SYNC,10,0,2.500665724,0.93992,1,systole
10,loudness,SYNC,13,0,2.693375803,2.0447,0,other
10,loudness,SYNC,11,0,4.09365497,1.7233,1,diastole
10,loudness,SYNC,11,1,4.07160219,1.7498,0,diastole
10,loudness,SYNC,14,1,3.172609788,1.0697,1,other
10,loudness,SYNC,14,0,0.047339067,0.88466,0,other
10,loudness,SYNC,12.5,1,6.253922302,2.1116,1,diastole
10,loudness,SYNC,10,0,2.479310959,1.0837,1,systole
10,voice,ASYNC,55,1,4.413716439,2.4112,1,diastole
10,voice,ASYNC,30,0,5.577649839,1.0294,1,diastole
10,voice,ASYNC,15,0,1.457244785,1.3257,1,systole
10,voice,ASYNC,15,0,0.202683397,1.2082,1,other
10,voice,ASYNC,55,1,4.493429492,0.94801,1,diastole
10,voice,ASYNC,45,0,1.051954451,0.88116,1,systole
10,voice,ASYNC,70,1,3.956390748,1.2958,1,diastole
10,voice,ASYNC,55,1,4.424278096,2.2209,1,diastole
10,voice,ASYNC,30,0,4.414775033,1.3709,1,diastole
10,voice,ASYNC,85,1,1.83668633,1.07,1,systole
10,voice,ASYNC,85,1,2.570565315,0.7556,1,other
10,voice,ASYNC,85,1,5.078778198,1.5599,1,diastole
10,voice,ASYNC,55,1,1.710790105,1.2198,1,systole
10,voice,ASYNC,30,0,1.352286602,1.1249,1,systole
10,voice,ASYNC,45,0,2.647250842,2.1974,1,systole
10,voice,ASYNC,70,1,3.206105757,1.2652,1,diastole
10,voice,ASYNC,45,0,1.84953889,1.5125,1,systole
10,voice,ASYNC,70,1,6.046944171,1.131,1,diastole
10,voice,ASYNC,45,0,5.254382694,1.1052,1,diastole
10,voice,ASYNC,70,1,3.303815952,1.3017,1,diastole
10,voice,ASYNC,15,0,3.961406564,1.038,1,diastole
10,voice,ASYNC,30,0,0.918711138,1.4608,1,systole
10,voice,ASYNC,30,0,1.171567807,1.0511,1,systole
10,voice,ASYNC,85,1,0.541783643,0.93671,1,systole
10,voice,ASYNC,15,0,5.701620061,1.2314,1,diastole
10,voice,ASYNC,70,1,5.332819863,1.3377,1,diastole
10,voice,ASYNC,70,1,3.438183181,1.2004,1,diastole
10,voice,ASYNC,55,1,1.666810772,0.90608,1,systole
10,voice,ASYNC,45,1,4.276975262,2.0083,0,diastole
10,voice,ASYNC,30,1,4.499623956,0.95842,0,diastole
10,voice,ASYNC,85,1,0.256534683,1.0884,1,other
10,voice,ASYNC,30,0,2.743202281,1.0968,1,other
10,voice,ASYNC,15,0,5.94753632,1.41,1,diastole
10,voice,ASYNC,55,1,5.791703733,1.2283,1,other
10,voice,ASYNC,85,1,4.320596825,1.2316,1,diastole
10,voice,ASYNC,15,0,3.356111105,1.261,1,diastole
10,voice,ASYNC,30,1,2.337599945,1.4178,0,other
10,voice,ASYNC,85,1,1.344549942,0.74661,1,systole
10,voice,ASYNC,45,1,1.591997259,1.7729,0,systole
10,voice,ASYNC,85,1,5.989185995,0.73207,1,diastole
10,voice,ASYNC,45,1,0.003648772,1.0027,0,other
10,voice,ASYNC,45,1,3.527151752,1.2073,0,diastole
10,voice,ASYNC,45,1,0.75349611,1.076,0,systole
10,voice,ASYNC,15,0,5.57943484,0.97081,1,diastole
10,voice,ASYNC,15,0,4.825208606,1.2198,1,diastole
10,voice,ASYNC,55,0,5.136401929,1.5958,0,diastole
10,voice,ASYNC,15,0,5.067328535,1.1112,1,diastole
10,voice,ASYNC,30,0,5.638440148,1.2966,1,diastole
10,voice,ASYNC,70,1,6.148415535,0.92881,1,other
10,voice,ASYNC,70,1,3.156732859,1.2502,1,diastole
10,voice,ASYNC,55,0,2.923399679,1.1649,0,other
10,voice,ASYNC,85,1,1.818181664,0.98624,1,systole
10,voice,ASYNC,70,1,5.451832996,1.1554,1,diastole
10,voice,ASYNC,85,1,4.48581351,0.93821,1,diastole
10,voice,ASYNC,70,1,1.800554595,1.0185,1,systole
10,voice,ASYNC,45,1,0.750115661,0.59735,0,systole
10,voice,ASYNC,15,0,2.846197484,0.65438,1,diastole
10,voice,ASYNC,30,0,4.318315223,0.98683,1,diastole
10,voice,ASYNC,55,1,1.191357214,1.2595,1,systole
10,voice,ASYNC,55,1,2.186265427,0.75281,1,systole
10,voice,SYNC,55,0,5.247199721,1.2558,0,diastole
10,voice,SYNC,45,0,0.358776321,0.87146,1,other
10,voice,SYNC,15,0,0.388024093,1.2901,1,other
10,voice,SYNC,70,0,0.148494778,1.999,0,other
10,voice,SYNC,70,1,1.259425457,1.1649,1,systole
10,voice,SYNC,70,1,2.893572181,1.3612,1,systole
10,voice,SYNC,85,1,2.446229319,0.94072,1,systole
10,voice,SYNC,70,0,3.934503824,1.8147,0,diastole
10,voice,SYNC,15,1,4.638533995,2.7355,0,diastole
10,voice,SYNC,30,1,3.446931032,2.037,0,diastole
10,voice,SYNC,85,1,0.2799439,1.0151,1,other
10,voice,SYNC,15,0,6.265143138,1.1638,1,diastole
10,voice,SYNC,70,1,0.409949429,1.5994,1,other
10,voice,SYNC,55,1,2.944236192,2.0958,1,other
10,voice,SYNC,55,1,1.863086406,1.4667,1,systole
